"","ACTIVITY_NR","SITE_STATE","CLOSE_CASE_DATE","RNUM"
"3426","345115588","CA",2021-07-15,"47"
"3427","345116438","FL",2021-07-15,"48"
"3428","345117386","NJ",2021-07-15,"49"
"3429","345119416","WA",2021-07-15,"50"
"3430","345120182","WV",2021-07-15,"51"
"3431","345123483","NH",2021-07-15,"52"
"3432","345124580","LA",2021-07-15,"53"
"3433","345126171","CA",2021-07-15,"54"
"3434","345128144","CT",2021-07-15,"55"
"3435","345129662","WV",2021-07-15,"56"
"3436","345129712","WV",2021-07-15,"57"
"3437","345137723","CO",2021-07-15,"58"
"3438","345138473","IN",2021-07-15,"59"
"3439","345152292","NJ",2021-07-15,"60"
"3440","345154991","HI",2021-07-15,"61"
"3441","345161087","CO",2021-07-15,"62"
"3442","345162077","OR",2021-07-15,"63"
"3443","345162127","CT",2021-07-15,"64"
"3444","345169064","TN",2021-07-15,"65"
"3445","345170914","WA",2021-07-15,"66"
"3446","345190813","NC",2021-07-15,"67"
"3447","345194872","GA",2021-07-15,"68"
"3448","345196331","AL",2021-07-15,"69"
"3449","345196364","AL",2021-07-15,"70"
"3450","345197503","CO",2021-07-15,"71"
"3451","345200240","GA",2021-07-15,"72"
"3452","345203848","OR",2021-07-15,"73"
"3453","345208771","GA",2021-07-15,"74"
"3454","345209480","TN",2021-07-15,"75"
"3455","345210637","MN",2021-07-15,"76"
"3456","345220032","NC",2021-07-15,"77"
"3457","345220974","GA",2021-07-15,"78"
"3458","345221873","CA",2021-07-15,"79"
"3459","345222426","LA",2021-07-15,"80"
"3460","345222574","MI",2021-07-15,"81"
"3461","345223978","GA",2021-07-15,"82"
"3462","345228308","OH",2021-07-15,"83"
"3463","345229116","AZ",2021-07-15,"84"
"3464","345231534","WA",2021-07-15,"85"
"3465","345237507","CA",2021-07-15,"86"
"3466","345239214","AK",2021-07-15,"87"
"3467","345252811","MN",2021-07-15,"88"
"3468","345255772","NC",2021-07-15,"89"
"3469","345261051","VA",2021-07-15,"90"
"3470","345265730","OH",2021-07-15,"91"
"3471","345268734","CA",2021-07-15,"92"
"3472","345281919","NE",2021-07-15,"93"
"3473","345284871","CA",2021-07-15,"94"
"3474","345292999","WA",2021-07-15,"95"
"3475","345299382","NV",2021-07-15,"96"
"3476","345300990","WA",2021-07-15,"97"
"3477","345302715","IL",2021-07-15,"98"
"3478","345304356","PA",2021-07-15,"99"
"3479","345304372","PA",2021-07-15,"100"
"3480","345308159","MA",2021-07-15,"101"
"3481","345310809","CA",2021-07-15,"102"
"3482","345311179","NY",2021-07-15,"103"
"3483","345311203","OK",2021-07-15,"104"
"3484","345311518","FL",2021-07-15,"105"
"3485","345316517","SC",2021-07-15,"106"
"3486","345316855","WA",2021-07-15,"107"
"3487","345317184","MI",2021-07-15,"108"
"3488","345317622","MI",2021-07-15,"109"
"3489","345320238","IL",2021-07-15,"110"
"3490","345323885","PR",2021-07-15,"111"
"3491","345325732","CA",2021-07-15,"112"
"3492","345327308","IA",2021-07-15,"113"
"3493","345329809","MI",2021-07-15,"114"
"3494","345339238","FL",2021-07-15,"115"
"3495","345350409","TN",2021-07-15,"116"
"3496","345350433","TN",2021-07-15,"117"
"3497","345354278","MI",2021-07-15,"118"
"3498","345354849","TX",2021-07-15,"119"
"3499","345366082","MN",2021-07-15,"120"
"3500","345370712","CA",2021-07-15,"121"
"3501","345371223","OR",2021-07-15,"122"
"3502","345371371","OR",2021-07-15,"123"
"3503","345381925","PA",2021-07-15,"124"
"3504","345393862","CA",2021-07-15,"125"
"3505","345394639","ME",2021-07-15,"126"
"3506","345395859","NC",2021-07-15,"127"
"3507","345399323","TN",2021-07-15,"128"
"3508","345401509","WA",2021-07-15,"129"
"3509","345401525","WA",2021-07-15,"130"
"3510","345401632","WA",2021-07-15,"131"
"3511","345402697","HI",2021-07-15,"132"
"3512","345408116","IL",2021-07-15,"133"
"3513","345408355","OK",2021-07-15,"134"
"3514","345409775","OR",2021-07-15,"135"
"3515","345410096","WA",2021-07-15,"136"
"3516","345410203","GA",2021-07-15,"137"
"3517","345410617","TN",2021-07-15,"138"
"3518","345410658","OK",2021-07-15,"139"
"3519","345412514","IA",2021-07-15,"140"
"3520","345414320","WA",2021-07-15,"141"
"3521","345415871","MD",2021-07-15,"142"
"3522","345416408","PR",2021-07-15,"143"
"3523","345417695","ID",2021-07-15,"144"
"3524","345417760","WI",2021-07-15,"145"
"3525","345418313","IL",2021-07-15,"146"
"3526","345419675","IN",2021-07-15,"147"
"3527","345419717","KY",2021-07-15,"148"
"3528","345421135","NJ",2021-07-15,"149"
"3529","345421283","CA",2021-07-15,"150"
"3530","345421952","IL",2021-07-15,"151"
"3531","345423362","OR",2021-07-15,"152"
"3532","345423701","WA",2021-07-15,"153"
"3533","345427819","ID",2021-07-15,"154"
"3534","345427892","ID",2021-07-15,"155"
"3535","345427918","ID",2021-07-15,"156"
"3536","345427942","ID",2021-07-15,"157"
"3537","345434757","WA",2021-07-15,"158"
"3538","345440671","VA",2021-07-15,"159"
"3539","345453229","WA",2021-07-15,"160"
"3540","345500268","CA",2021-07-15,"161"
"3541","345500292","CA",2021-07-15,"162"
"3542","345812051","NY",2021-07-15,"163"
"3543","345103519","IL",2021-08-01,"1"
"3544","345156665","DC",2021-08-01,"2"
"3545","345698294","WA",2021-08-15,"1"
