"","ACTIVITY_NR","SITE_STATE","CLOSE_CASE_DATE","RNUM"
"1","343631552","TX",2021-09-01,"1"
"2","344145297","AL",2021-09-01,"2"
"3","344225552","OR",2021-09-01,"3"
"4","344226972","OH",2021-09-01,"4"
"5","344290432","TX",2021-09-01,"5"
"6","344292016","OH",2021-09-01,"6"
"7","344353800","WA",2021-09-01,"7"
"8","344363395","KY",2021-09-01,"8"
"9","344466693","TX",2021-09-01,"9"
"10","344470695","MD",2021-09-01,"10"
"11","344485727","TX",2021-09-01,"11"
"12","344616685","CA",2021-09-01,"12"
"13","344617493","ID",2021-09-01,"13"
"14","344652953","NY",2021-09-01,"14"
"15","344697842","OH",2021-09-01,"15"
"16","344707658","TX",2021-09-01,"16"
"17","344753439","CA",2021-09-01,"17"
"18","344757661","WY",2021-09-01,"18"
"19","344840145","OH",2021-09-01,"19"
"20","344878707","TX",2021-09-01,"20"
"21","344879523","IA",2021-09-01,"21"
"22","344905732","IN",2021-09-01,"22"
"23","344931761","NM",2021-09-01,"23"
"24","344935796","MO",2021-09-01,"24"
"25","344942388","TX",2021-09-01,"25"
"26","344951124","ID",2021-09-01,"26"
"27","344983044","TX",2021-09-01,"27"
"28","345013411","ID",2021-09-01,"28"
"29","345030175","MI",2021-09-01,"29"
"30","345052815","TX",2021-09-01,"30"
"31","345073134","OK",2021-09-01,"31"
"32","345103659","NC",2021-09-01,"32"
"33","345112460","IN",2021-09-01,"33"
"34","345119499","OH",2021-09-01,"34"
"35","345120083","AK",2021-09-01,"35"
"36","345121255","CA",2021-09-01,"36"
"37","345124275","NC",2021-09-01,"37"
"38","345136113","NJ",2021-09-01,"38"
"39","345137459","IA",2021-09-01,"39"
"40","345160766","PA",2021-09-01,"40"
"41","345161293","CA",2021-09-01,"41"
"42","345164735","NC",2021-09-01,"42"
"43","345173199","NY",2021-09-01,"43"
"44","345175905","OK",2021-09-01,"44"
"45","345184576","CA",2021-09-01,"45"
"46","345187983","ID",2021-09-01,"46"
"47","345189195","NJ",2021-09-01,"47"
"48","345191076","OR",2021-09-01,"48"
"49","345192561","CA",2021-09-01,"49"
"50","345198014","NY",2021-09-01,"50"
"51","345198592","CA",2021-09-01,"51"
"52","345202816","CO",2021-09-01,"52"
"53","345206205","OR",2021-09-01,"53"
"54","345210355","CA",2021-09-01,"54"
"55","345217582","OR",2021-09-01,"55"
"56","345220933","MA",2021-09-01,"56"
"57","345220990","MA",2021-09-01,"57"
"58","345223143","OR",2021-09-01,"58"
"59","345224091","CA",2021-09-01,"59"
"60","345228373","NH",2021-09-01,"60"
"61","345233845","IA",2021-09-01,"61"
"62","345236129","MO",2021-09-01,"62"
"63","345239917","MO",2021-09-01,"63"
"64","345245757","NV",2021-09-01,"64"
"65","345247183","VA",2021-09-01,"65"
"66","345249916","IL",2021-09-01,"66"
"67","345251045","IA",2021-09-01,"67"
"68","345251896","TN",2021-09-01,"68"
"69","345256077","MO",2021-09-01,"69"
"70","345256432","OH",2021-09-01,"70"
"71","345256465","OH",2021-09-01,"71"
"72","345258974","IA",2021-09-01,"72"
"73","345260731","OR",2021-09-01,"73"
"74","345266993","TN",2021-09-01,"74"
"75","345268015","IL",2021-09-01,"75"
"76","345269450","OR",2021-09-01,"76"
"77","345269492","OR",2021-09-01,"77"
"78","345274021","OR",2021-09-01,"78"
"79","345280481","OH",2021-09-01,"79"
"80","345280978","WI",2021-09-01,"80"
"81","345283063","OR",2021-09-01,"81"
"82","345284707","AL",2021-09-01,"82"
"83","345285985","IA",2021-09-01,"83"
"84","345288369","PR",2021-09-01,"84"
"85","345288468","NJ",2021-09-01,"85"
"86","345289839","LA",2021-09-01,"86"
"87","345291355","MI",2021-09-01,"87"
"88","345292916","OR",2021-09-01,"88"
"89","345293708","TX",2021-09-01,"89"
"90","345299663","TX",2021-09-01,"90"
"91","345301535","TX",2021-09-01,"91"
"92","345302749","HI",2021-09-01,"92"
"93","345303069","AZ",2021-09-01,"93"
"94","345307607","NV",2021-09-01,"94"
"95","345309124","NC",2021-09-01,"95"
"96","345310395","MI",2021-09-01,"96"
"97","345314934","VA",2021-09-01,"97"
"98","345316343","CA",2021-09-01,"98"
"99","345316731","WA",2021-09-01,"99"
"100","345317846","MD",2021-09-01,"100"
"101","345319438","IL",2021-09-01,"101"
"102","345320774","AL",2021-09-01,"102"
"103","345321202","AL",2021-09-01,"103"
"104","345323976","MA",2021-09-01,"104"
"105","345325575","MI",2021-09-01,"105"
"106","345327498","NJ",2021-09-01,"106"
"107","345331045","MD",2021-09-01,"107"
"108","345333124","FL",2021-09-01,"108"
"109","345333470","LA",2021-09-01,"109"
"110","345335707","AL",2021-09-01,"110"
"111","345335731","TN",2021-09-01,"111"
"112","345335772","PR",2021-09-01,"112"
"113","345338792","NC",2021-09-01,"113"
"114","345340368","MI",2021-09-01,"114"
"115","345340483","MD",2021-09-01,"115"
"116","345341150","FL",2021-09-01,"116"
"117","345343016","MI",2021-09-01,"117"
"118","345344261","AK",2021-09-01,"118"
"119","345344527","TX",2021-09-01,"119"
"120","345348536","TX",2021-09-01,"120"
"121","345348767","TX",2021-09-01,"121"
"122","345349799","WA",2021-09-01,"122"
"123","345350292","NH",2021-09-01,"123"
"124","345350383","MI",2021-09-01,"124"
"125","345350557","MI",2021-09-01,"125"
"126","345351902","TX",2021-09-01,"126"
"127","345353635","CT",2021-09-01,"127"
"128","345354716","TX",2021-09-01,"128"
"129","345356059","WA",2021-09-01,"129"
"130","345356562","MA",2021-09-01,"130"
"131","345358550","TX",2021-09-01,"131"
"132","345359939","MI",2021-09-01,"132"
"133","345364236","MI",2021-09-01,"133"
"134","345365811","PR",2021-09-01,"134"
"135","345365837","PR",2021-09-01,"135"
"136","345368690","WI",2021-09-01,"136"
"137","345371199","MN",2021-09-01,"137"
"138","345376842","GA",2021-09-01,"138"
"139","345377584","TX",2021-09-01,"139"
"140","345377717","CT",2021-09-01,"140"
"141","345378129","ND",2021-09-01,"141"
"142","345382543","TX",2021-09-01,"142"
"143","345382741","AK",2021-09-01,"143"
"144","345382923","NJ",2021-09-01,"144"
"145","345383400","TN",2021-09-01,"145"
"146","345387070","IL",2021-09-01,"146"
"147","345390165","UT",2021-09-01,"147"
"148","345393581","UT",2021-09-01,"148"
"149","345394118","NJ",2021-09-01,"149"
"150","345396543","PR",2021-09-01,"150"
"151","345396998","IA",2021-09-01,"151"
"152","345398093","NC",2021-09-01,"152"
"153","345399075","NC",2021-09-01,"153"
"154","345399232","IL",2021-09-01,"154"
"155","345399919","TN",2021-09-01,"155"
"156","345400774","KY",2021-09-01,"156"
"157","345401277","WA",2021-09-01,"157"
"158","345402416","UT",2021-09-01,"158"
"159","345403281","TX",2021-09-01,"159"
"160","345404594","IA",2021-09-01,"160"
"161","345407019","WA",2021-09-01,"161"
"162","345410286","MI",2021-09-01,"162"
"163","345411094","VA",2021-09-01,"163"
"164","345413140","CA",2021-09-01,"164"
"165","345413736","AK",2021-09-01,"165"
"166","345415681","AK",2021-09-01,"166"
"167","345416580","AK",2021-09-01,"167"
"168","345418750","AK",2021-09-01,"168"
"169","345418875","TX",2021-09-01,"169"
"170","345422794","NJ",2021-09-01,"170"
"171","345429138","PR",2021-09-01,"171"
"172","345429153","NV",2021-09-01,"172"
"173","345429914","CA",2021-09-01,"173"
"174","345430789","TX",2021-09-01,"174"
"175","345431613","WA",2021-09-01,"175"
"176","345432215","AZ",2021-09-01,"176"
"177","345432892","TX",2021-09-01,"177"
"178","345433767","TX",2021-09-01,"178"
"179","345434856","WA",2021-09-01,"179"
"180","345435218","TN",2021-09-01,"180"
"181","345435242","TN",2021-09-01,"181"
"182","345435523","TX",2021-09-01,"182"
"183","345437271","TX",2021-09-01,"183"
"184","345437859","NC",2021-09-01,"184"
"185","345438501","WA",2021-09-01,"185"
"186","345439350","WI",2021-09-01,"186"
"187","345440747","OH",2021-09-01,"187"
"188","345440853","OH",2021-09-01,"188"
"189","345447338","TN",2021-09-01,"189"
"190","345447361","TN",2021-09-01,"190"
"191","345448989","TX",2021-09-01,"191"
"192","345450613","HI",2021-09-01,"192"
"193","345454045","TN",2021-09-01,"193"
"194","345454060","TN",2021-09-01,"194"
"195","345455695","WA",2021-09-01,"195"
"196","345455935","OH",2021-09-01,"196"
"197","345456370","IL",2021-09-01,"197"
"198","345457576","UT",2021-09-01,"198"
"199","345460935","WA",2021-09-01,"199"
"200","345462345","NY",2021-09-01,"200"
"201","342807153","CA",2021-09-15,"1"
"202","343098596","LA",2021-09-15,"2"
"203","343293965","OH",2021-09-15,"3"
"204","343472486","OH",2021-09-15,"4"
"205","343721619","CA",2021-09-15,"5"
"206","344040183","CA",2021-09-15,"6"
"207","344068176","AL",2021-09-15,"7"
"208","344085816","CA",2021-09-15,"8"
"209","344233127","FL",2021-09-15,"9"
"210","344282751","NE",2021-09-15,"10"
"211","344486105","VA",2021-09-15,"11"
"212","344515481","MI",2021-09-15,"12"
"213","344544242","FL",2021-09-15,"13"
"214","344585914","CO",2021-09-15,"14"
"215","344604376","CA",2021-09-15,"15"
"216","344627039","CA",2021-09-15,"16"
"217","344682828","WA",2021-09-15,"17"
"218","344754809","CA",2021-09-15,"18"
"219","344771514","CT",2021-09-15,"19"
"220","344803218","MI",2021-09-15,"20"
"221","344812706","CA",2021-09-15,"21"
"222","344834031","CT",2021-09-15,"22"
"223","344856158","CA",2021-09-15,"23"
"224","344858782","MI",2021-09-15,"24"
"225","344921358","CA",2021-09-15,"25"
"226","344954581","IL",2021-09-15,"26"
"227","344987037","MD",2021-09-15,"27"
"228","344998240","CT",2021-09-15,"28"
"229","345001853","CA",2021-09-15,"29"
"230","345034110","CA",2021-09-15,"30"
"231","345035240","NJ",2021-09-15,"31"
"232","345046874","KS",2021-09-15,"32"
"233","345070825","CT",2021-09-15,"33"
"234","345070924","CT",2021-09-15,"34"
"235","345072714","CA",2021-09-15,"35"
"236","345087431","CA",2021-09-15,"36"
"237","345089098","MD",2021-09-15,"37"
"238","345103055","RI",2021-09-15,"38"
"239","345129340","OH",2021-09-15,"39"
"240","345135735","MD",2021-09-15,"40"
"241","345140537","CA",2021-09-15,"41"
"242","345156251","CA",2021-09-15,"42"
"243","345160857","NY",2021-09-15,"43"
"244","345162200","PA",2021-09-15,"44"
"245","345162978","IL",2021-09-15,"45"
"246","345166771","CA",2021-09-15,"46"
"247","345167696","NV",2021-09-15,"47"
"248","345189328","MA",2021-09-15,"48"
"249","345197750","WI",2021-09-15,"49"
"250","345198089","NV",2021-09-15,"50"
"251","345199673","TX",2021-09-15,"51"
"252","345199939","NY",2021-09-15,"52"
"253","345207187","UT",2021-09-15,"53"
"254","345209316","AZ",2021-09-15,"54"
"255","345209571","KS",2021-09-15,"55"
"256","345212757","SC",2021-09-15,"56"
"257","345216006","IL",2021-09-15,"57"
"258","345221345","TN",2021-09-15,"58"
"259","345221493","CT",2021-09-15,"59"
"260","345221543","CT",2021-09-15,"60"
"261","345221584","CT",2021-09-15,"61"
"262","345225809","IL",2021-09-15,"62"
"263","345232367","MI",2021-09-15,"63"
"264","345234595","ME",2021-09-15,"64"
"265","345240535","CA",2021-09-15,"65"
"266","345259014","MD",2021-09-15,"66"
"267","345261333","NY",2021-09-15,"67"
"268","345262430","AZ",2021-09-15,"68"
"269","345264535","NY",2021-09-15,"69"
"270","345264667","NY",2021-09-15,"70"
"271","345265631","OH",2021-09-15,"71"
"272","345268700","AL",2021-09-15,"72"
"273","345273882","NC",2021-09-15,"73"
"274","345276968","NY",2021-09-15,"74"
"275","345281448","MI",2021-09-15,"75"
"276","345283469","VA",2021-09-15,"76"
"277","345291009","CT",2021-09-15,"77"
"278","345293880","OK",2021-09-15,"78"
"279","345298855","MI",2021-09-15,"79"
"280","345298939","NY",2021-09-15,"80"
"281","345300065","VA",2021-09-15,"81"
"282","345302897","MI",2021-09-15,"82"
"283","345306286","MA",2021-09-15,"83"
"284","345306500","GA",2021-09-15,"84"
"285","345308738","IL",2021-09-15,"85"
"286","345309504","MN",2021-09-15,"86"
"287","345311377","MI",2021-09-15,"87"
"288","345312045","MA",2021-09-15,"88"
"289","345313415","CA",2021-09-15,"89"
"290","345317119","MI",2021-09-15,"90"
"291","345317374","OH",2021-09-15,"91"
"292","345321392","MO",2021-09-15,"92"
"293","345321921","PA",2021-09-15,"93"
"294","345325666","TN",2021-09-15,"94"
"295","345327084","MI",2021-09-15,"95"
"296","345327613","KS",2021-09-15,"96"
"297","345330906","IL",2021-09-15,"97"
"298","345333215","VA",2021-09-15,"98"
"299","345338180","MI",2021-09-15,"99"
"300","345346209","NY",2021-09-15,"100"
"301","345347793","NY",2021-09-15,"101"
"302","345349419","OR",2021-09-15,"102"
"303","345354989","NV",2021-09-15,"103"
"304","345358436","TX",2021-09-15,"104"
"305","345359616","NC",2021-09-15,"105"
"306","345364145","MI",2021-09-15,"106"
"307","345371702","VA",2021-09-15,"107"
"308","345371827","VA",2021-09-15,"108"
"309","345380414","PA",2021-09-15,"109"
"310","345380968","VT",2021-09-15,"110"
"311","345381446","VT",2021-09-15,"111"
"312","345381461","VA",2021-09-15,"112"
"313","345382410","PA",2021-09-15,"113"
"314","345383459","MD",2021-09-15,"114"
"315","345390439","MI",2021-09-15,"115"
"316","345390694","GU",2021-09-15,"116"
"317","345392542","WA",2021-09-15,"117"
"318","345394621","MD",2021-09-15,"118"
"319","345395750","MD",2021-09-15,"119"
"320","345396295","MI",2021-09-15,"120"
"321","345397335","IL",2021-09-15,"121"
"322","345402671","NY",2021-09-15,"122"
"323","345407142","WA",2021-09-15,"123"
"324","345408983","HI",2021-09-15,"124"
"325","345410625","TN",2021-09-15,"125"
"326","345416960","KS",2021-09-15,"126"
"327","345418560","MI",2021-09-15,"127"
"328","345419758","KY",2021-09-15,"128"
"329","345420129","OH",2021-09-15,"129"
"330","345420160","VA",2021-09-15,"130"
"331","345421325","MD",2021-09-15,"131"
"332","345425201","PA",2021-09-15,"132"
"333","345426233","MI",2021-09-15,"133"
"334","345426357","IL",2021-09-15,"134"
"335","345426936","MD",2021-09-15,"135"
"336","345428080","AZ",2021-09-15,"136"
"337","345428098","AZ",2021-09-15,"137"
"338","345430003","NY",2021-09-15,"138"
"339","345431126","NC",2021-09-15,"139"
"340","345431803","MI",2021-09-15,"140"
"341","345432322","IA",2021-09-15,"141"
"342","345432983","OK",2021-09-15,"142"
"343","345435887","NY",2021-09-15,"143"
"344","345435960","NY",2021-09-15,"144"
"345","345436638","PA",2021-09-15,"145"
"346","345439145","MI",2021-09-15,"146"
"347","345442883","VA",2021-09-15,"147"
"348","345446199","MI",2021-09-15,"148"
"349","345448831","WI",2021-09-15,"149"
"350","345449094","UT",2021-09-15,"150"
"351","345451140","OR",2021-09-15,"151"
"352","345453831","VA",2021-09-15,"152"
"353","345460372","UT",2021-09-15,"153"
"354","345461354","TN",2021-09-15,"154"
"355","345461800","TN",2021-09-15,"155"
"356","345462923","TX",2021-09-15,"156"
"357","345464168","TN",2021-09-15,"157"
"358","345464184","TN",2021-09-15,"158"
"359","345465363","PA",2021-09-15,"159"
"360","345465629","NV",2021-09-15,"160"
"361","345466163","PA",2021-09-15,"161"
"362","345466254","OH",2021-09-15,"162"
"363","345466411","AZ",2021-09-15,"163"
"364","345468045","MD",2021-09-15,"164"
"365","345469050","PA",2021-09-15,"165"
"366","345469605","FL",2021-09-15,"166"
"367","345471668","NV",2021-09-15,"167"
"368","345475230","UT",2021-09-15,"168"
"369","345477566","TN",2021-09-15,"169"
"370","345477608","TN",2021-09-15,"170"
"371","345477889","CA",2021-09-15,"171"
"372","345481121","MI",2021-09-15,"172"
"373","345481147","MI",2021-09-15,"173"
"374","345483895","NY",2021-09-15,"174"
"375","345486674","VA",2021-09-15,"175"
"376","345487516","NV",2021-09-15,"176"
"377","345487730","NY",2021-09-15,"177"
"378","345487839","NV",2021-09-15,"178"
"379","345491971","TX",2021-09-15,"179"
"380","345492193","NY",2021-09-15,"180"
"381","345492268","MI",2021-09-15,"181"
"382","345494512","MI",2021-09-15,"182"
"383","345494611","MI",2021-09-15,"183"
"384","345498927","WI",2021-09-15,"184"
"385","345502017","FL",2021-09-15,"185"
"386","345504096","MI",2021-09-15,"186"
"387","345507081","MD",2021-09-15,"187"
"388","345509483","WA",2021-09-15,"188"
"389","345509491","WA",2021-09-15,"189"
"390","345509939","MI",2021-09-15,"190"
"391","345510002","FL",2021-09-15,"191"
"392","345511448","UT",2021-09-15,"192"
"393","345512552","WA",2021-09-15,"193"
"394","345513295","OH",2021-09-15,"194"
"395","345513410","FL",2021-09-15,"195"
"396","345513659","TX",2021-09-15,"196"
"397","345514632","OR",2021-09-15,"197"
"398","345516611","CA",2021-09-15,"198"
"399","345517817","FL",2021-09-15,"199"
"400","345519516","WA",2021-09-15,"200"
"401","342990322","MI",2021-10-01,"1"
"402","342996600","CA",2021-10-01,"2"
"403","343545646","KY",2021-10-01,"3"
"404","343618435","MI",2021-10-01,"4"
"405","343632014","NV",2021-10-01,"5"
"406","343859286","OH",2021-10-01,"6"
"407","343990743","CA",2021-10-01,"7"
"408","344098850","NY",2021-10-01,"8"
"409","344311725","OH",2021-10-01,"9"
"410","344329727","MI",2021-10-01,"10"
"411","344529235","MI",2021-10-01,"11"
"412","344580014","TX",2021-10-01,"12"
"413","344587233","KY",2021-10-01,"13"
"414","344736731","NY",2021-10-01,"14"
"415","344746250","TX",2021-10-01,"15"
"416","344781398","OH",2021-10-01,"16"
"417","344814389","MI",2021-10-01,"17"
"418","344814660","MI",2021-10-01,"18"
"419","344828116","CA",2021-10-01,"19"
"420","344848015","CA",2021-10-01,"20"
"421","344898507","CA",2021-10-01,"21"
"422","344901624","MA",2021-10-01,"22"
"423","344901921","TX",2021-10-01,"23"
"424","344962444","NC",2021-10-01,"24"
"425","345006597","CA",2021-10-01,"25"
"426","345026827","CA",2021-10-01,"26"
"427","345032643","MT",2021-10-01,"27"
"428","345066476","WA",2021-10-01,"28"
"429","345066583","PA",2021-10-01,"29"
"430","345091581","UT",2021-10-01,"30"
"431","345100101","CA",2021-10-01,"31"
"432","345100804","FL",2021-10-01,"32"
"433","345111579","MI",2021-10-01,"33"
"434","345130405","CA",2021-10-01,"34"
"435","345162374","MO",2021-10-01,"35"
"436","345168025","CA",2021-10-01,"36"
"437","345168389","KY",2021-10-01,"37"
"438","345175228","NJ",2021-10-01,"38"
"439","345178628","OK",2021-10-01,"39"
"440","345188486","WA",2021-10-01,"40"
"441","345193338","TX",2021-10-01,"41"
"442","345196034","OH",2021-10-01,"42"
"443","345201412","WA",2021-10-01,"43"
"444","345201586","MO",2021-10-01,"44"
"445","345203376","TX",2021-10-01,"45"
"446","345207534","OH",2021-10-01,"46"
"447","345211924","NY",2021-10-01,"47"
"448","345213482","WA",2021-10-01,"48"
"449","345229041","TX",2021-10-01,"49"
"450","345237127","CT",2021-10-01,"50"
"451","345241897","TX",2021-10-01,"51"
"452","345242366","MI",2021-10-01,"52"
"453","345243463","CA",2021-10-01,"53"
"454","345244404","TX",2021-10-01,"54"
"455","345245070","NY",2021-10-01,"55"
"456","345245732","CA",2021-10-01,"56"
"457","345248884","MO",2021-10-01,"57"
"458","345249643","CA",2021-10-01,"58"
"459","345250120","CA",2021-10-01,"59"
"460","345251227","AK",2021-10-01,"60"
"461","345251680","CA",2021-10-01,"61"
"462","345255087","MI",2021-10-01,"62"
"463","345256101","CA",2021-10-01,"63"
"464","345256648","MO",2021-10-01,"64"
"465","345259113","MO",2021-10-01,"65"
"466","345259154","NY",2021-10-01,"66"
"467","345262919","NC",2021-10-01,"67"
"468","345269021","CA",2021-10-01,"68"
"469","345271621","KY",2021-10-01,"69"
"470","345276778","WA",2021-10-01,"70"
"471","345280143","PA",2021-10-01,"71"
"472","345280234","PA",2021-10-01,"72"
"473","345282214","IL",2021-10-01,"73"
"474","345282875","KY",2021-10-01,"74"
"475","345286892","NV",2021-10-01,"75"
"476","345287783","WA",2021-10-01,"76"
"477","345287791","WA",2021-10-01,"77"
"478","345287940","MO",2021-10-01,"78"
"479","345291389","PA",2021-10-01,"79"
"480","345292809","KY",2021-10-01,"80"
"481","345294227","MO",2021-10-01,"81"
"482","345294334","PA",2021-10-01,"82"
"483","345294425","FL",2021-10-01,"83"
"484","345295281","CA",2021-10-01,"84"
"485","345301402","ME",2021-10-01,"85"
"486","345302277","NY",2021-10-01,"86"
"487","345302418","WV",2021-10-01,"87"
"488","345304943","CA",2021-10-01,"88"
"489","345305163","VA",2021-10-01,"89"
"490","345307797","PA",2021-10-01,"90"
"491","345307920","WY",2021-10-01,"91"
"492","345315576","IL",2021-10-01,"92"
"493","345319073","SD",2021-10-01,"93"
"494","345319651","KY",2021-10-01,"94"
"495","345321376","NJ",2021-10-01,"95"
"496","345321434","NJ",2021-10-01,"96"
"497","345327605","IL",2021-10-01,"97"
"498","345328884","CA",2021-10-01,"98"
"499","345331516","MD",2021-10-01,"99"
"500","345333892","MT",2021-10-01,"100"
"501","345334809","CA",2021-10-01,"101"
"502","345334825","CA",2021-10-01,"102"
"503","345334882","CA",2021-10-01,"103"
"504","345335046","CA",2021-10-01,"104"
"505","345341721","OK",2021-10-01,"105"
"506","345344113","VA",2021-10-01,"106"
"507","345344410","FL",2021-10-01,"107"
"508","345344535","MI",2021-10-01,"108"
"509","345346365","FL",2021-10-01,"109"
"510","345346506","MA",2021-10-01,"110"
"511","345346803","TN",2021-10-01,"111"
"512","345347876","CO",2021-10-01,"112"
"513","345348098","CO",2021-10-01,"113"
"514","345348791","CA",2021-10-01,"114"
"515","345350417","PA",2021-10-01,"115"
"516","345350540","CT",2021-10-01,"116"
"517","345350631","CT",2021-10-01,"117"
"518","345350904","MI",2021-10-01,"118"
"519","345355630","KY",2021-10-01,"119"
"520","345355713","MN",2021-10-01,"120"
"521","345356521","OH",2021-10-01,"121"
"522","345356828","MA",2021-10-01,"122"
"523","345358451","MI",2021-10-01,"123"
"524","345363188","NY",2021-10-01,"124"
"525","345364715","MA",2021-10-01,"125"
"526","345364772","MA",2021-10-01,"126"
"527","345366751","IL",2021-10-01,"127"
"528","345372189","IL",2021-10-01,"128"
"529","345373088","CA",2021-10-01,"129"
"530","345373351","CA",2021-10-01,"130"
"531","345375455","VA",2021-10-01,"131"
"532","345376628","WI",2021-10-01,"132"
"533","345376735","GA",2021-10-01,"133"
"534","345376891","PR",2021-10-01,"134"
"535","345386437","MD",2021-10-01,"135"
"536","345387690","FL",2021-10-01,"136"
"537","345388896","GU",2021-10-01,"137"
"538","345391130","MI",2021-10-01,"138"
"539","345391213","MI",2021-10-01,"139"
"540","345396931","CT",2021-10-01,"140"
"541","345397228","CA",2021-10-01,"141"
"542","345397301","CA",2021-10-01,"142"
"543","345398168","NC",2021-10-01,"143"
"544","345398176","NC",2021-10-01,"144"
"545","345403992","KY",2021-10-01,"145"
"546","345404305","WA",2021-10-01,"146"
"547","345406656","NC",2021-10-01,"147"
"548","345408876","CA",2021-10-01,"148"
"549","345409627","KY",2021-10-01,"149"
"550","345412225","AR",2021-10-01,"150"
"551","345417794","NY",2021-10-01,"151"
"552","345422182","KS",2021-10-01,"152"
"553","345423172","KY",2021-10-01,"153"
"554","345424915","MI",2021-10-01,"154"
"555","345426365","MI",2021-10-01,"155"
"556","345427736","CA",2021-10-01,"156"
"557","345429377","CA",2021-10-01,"157"
"558","345429849","PR",2021-10-01,"158"
"559","345430862","UT",2021-10-01,"159"
"560","345433361","AR",2021-10-01,"160"
"561","345436398","RI",2021-10-01,"161"
"562","345436471","IL",2021-10-01,"162"
"563","345439798","MS",2021-10-01,"163"
"564","345441364","VA",2021-10-01,"164"
"565","345441497","AR",2021-10-01,"165"
"566","345441851","IL",2021-10-01,"166"
"567","345441935","NY",2021-10-01,"167"
"568","345446934","MI",2021-10-01,"168"
"569","345449862","CA",2021-10-01,"169"
"570","345450571","TX",2021-10-01,"170"
"571","345457014","MI",2021-10-01,"171"
"572","345458541","MD",2021-10-01,"172"
"573","345458798","IL",2021-10-01,"173"
"574","345458830","FL",2021-10-01,"174"
"575","345459523","NV",2021-10-01,"175"
"576","345459630","NV",2021-10-01,"176"
"577","345460216","LA",2021-10-01,"177"
"578","345461966","AK",2021-10-01,"178"
"579","345462329","IL",2021-10-01,"179"
"580","345463566","KY",2021-10-01,"180"
"581","345468250","MI",2021-10-01,"181"
"582","345468441","IL",2021-10-01,"182"
"583","345471015","CA",2021-10-01,"183"
"584","345476501","WA",2021-10-01,"184"
"585","345480511","IN",2021-10-01,"185"
"586","345484166","MD",2021-10-01,"186"
"587","345484539","CA",2021-10-01,"187"
"588","345508311","NC",2021-10-01,"188"
"589","345510317","CA",2021-10-01,"189"
"590","345511752","AK",2021-10-01,"190"
"591","345513881","MI",2021-10-01,"191"
"592","345515662","MI",2021-10-01,"192"
"593","345518369","MI",2021-10-01,"193"
"594","345520613","TX",2021-10-01,"194"
"595","345520720","TX",2021-10-01,"195"
"596","345523609","TX",2021-10-01,"196"
"597","345523641","TX",2021-10-01,"197"
"598","345525661","CT",2021-10-01,"198"
"599","345525687","CT",2021-10-01,"199"
"600","345528996","TX",2021-10-01,"200"
"601","339981045","TN",2021-10-15,"1"
"602","342225281","NY",2021-10-15,"2"
"603","342627346","CA",2021-10-15,"3"
"604","342718855","CA",2021-10-15,"4"
"605","342797727","MD",2021-10-15,"5"
"606","343402764","NJ",2021-10-15,"6"
"607","343997862","CA",2021-10-15,"7"
"608","344004833","CA",2021-10-15,"8"
"609","344088620","CA",2021-10-15,"9"
"610","344431697","PA",2021-10-15,"10"
"611","344657648","CA",2021-10-15,"11"
"612","344765540","CA",2021-10-15,"12"
"613","344816988","WI",2021-10-15,"13"
"614","344821988","NC",2021-10-15,"14"
"615","344883616","MD",2021-10-15,"15"
"616","344959630","CA",2021-10-15,"16"
"617","344992300","NY",2021-10-15,"17"
"618","345045215","MD",2021-10-15,"18"
"619","345053078","OH",2021-10-15,"19"
"620","345056022","NJ",2021-10-15,"20"
"621","345067912","CA",2021-10-15,"21"
"622","345071369","TX",2021-10-15,"22"
"623","345097992","CO",2021-10-15,"23"
"624","345190920","IN",2021-10-15,"24"
"625","345192538","OH",2021-10-15,"25"
"626","345195168","UT",2021-10-15,"26"
"627","345219646","ID",2021-10-15,"27"
"628","345224570","NY",2021-10-15,"28"
"629","345229462","AL",2021-10-15,"29"
"630","345243877","CA",2021-10-15,"30"
"631","345253413","FL",2021-10-15,"31"
"632","345254577","VA",2021-10-15,"32"
"633","345255350","NC",2021-10-15,"33"
"634","345255616","LA",2021-10-15,"34"
"635","345261556","TX",2021-10-15,"35"
"636","345266811","GA",2021-10-15,"36"
"637","345268262","OH",2021-10-15,"37"
"638","345278253","WI",2021-10-15,"38"
"639","345284491","CA",2021-10-15,"39"
"640","345285563","WA",2021-10-15,"40"
"641","345287437","NC",2021-10-15,"41"
"642","345288971","TX",2021-10-15,"42"
"643","345293971","VA",2021-10-15,"43"
"644","345304380","TX",2021-10-15,"44"
"645","345307581","MA",2021-10-15,"45"
"646","345308456","OH",2021-10-15,"46"
"647","345311625","CA",2021-10-15,"47"
"648","345311864","WA",2021-10-15,"48"
"649","345311948","WA",2021-10-15,"49"
"650","345315683","CA",2021-10-15,"50"
"651","345317515","GA",2021-10-15,"51"
"652","345326342","UT",2021-10-15,"52"
"653","345331375","SD",2021-10-15,"53"
"654","345336747","MA",2021-10-15,"54"
"655","345339394","OH",2021-10-15,"55"
"656","345344089","OH",2021-10-15,"56"
"657","345345094","CA",2021-10-15,"57"
"658","345353262","OH",2021-10-15,"58"
"659","345353288","TN",2021-10-15,"59"
"660","345353924","MO",2021-10-15,"60"
"661","345357016","LA",2021-10-15,"61"
"662","345361521","WA",2021-10-15,"62"
"663","345366504","OH",2021-10-15,"63"
